id,name,subcategories,parent,leaf_flag,parents,number_parents,subcategory_names,parent_names,target_category,human_category
287,Baby Clothing,"[288, 289, 290, 291]",255,No,"[255.0, 0.0]",1,"['Accessories', 'Baby Girl Clothing', 'Baby Boy Clothing', 'Unisex Baby Clothing']","['Kids', 'Main']","Main,Clothing",Kids
288,Accessories,[],287,Yes,"[287.0, 255.0, 0.0]",2,[],"['Baby Clothing', 'Kids', 'Main']","Main,Accessories",Kids
289,Baby Girl Clothing,[],287,Yes,"[287.0, 255.0, 0.0]",2,[],"['Baby Clothing', 'Kids', 'Main']","Main,Clothing",Kids
290,Baby Boy Clothing,[],287,Yes,"[287.0, 255.0, 0.0]",2,[],"['Baby Clothing', 'Kids', 'Main']","Main,Clothing",Kids
291,Unisex Baby Clothing,[],287,Yes,"[287.0, 255.0, 0.0]",2,[],"['Baby Clothing', 'Kids', 'Main']","Main,Clothing",Kids
292,Girls Clothing,"[293, 294, 295, 296, 297, 298, 299, 300, 301, 302, 303, 304, 305, 306, 307, 308]",255,No,"[255.0, 0.0]",1,"['Girls (Sizes 2T-6X)', 'Girls (Sizes 7-16)', 'Tween Girls', 'Accessories', 'Activewear', 'Hoodies & Sweatshirts', 'Coats & Jackets', 'Dresses & Rompers', 'Jeans', 'Leggings & Pants', 'Pajamas & Robes', 'Shorts', 'Swimsuits & Cover-ups', 'Tops', 'Underwear & Bras', 'Shoes']","['Kids', 'Main']","Main,Clothing",Kids
293,Girls (Sizes 2T-6X),[],292,Yes,"[292.0, 255.0, 0.0]",2,[],"['Girls Clothing', 'Kids', 'Main']","Main,Clothing",Kids
294,Girls (Sizes 7-16),[],292,Yes,"[292.0, 255.0, 0.0]",2,[],"['Girls Clothing', 'Kids', 'Main']","Main,Clothing",Kids
295,Tween Girls,[],292,Yes,"[292.0, 255.0, 0.0]",2,[],"['Girls Clothing', 'Kids', 'Main']","Main,Clothing",Kids
296,Accessories,[],292,Yes,"[292.0, 255.0, 0.0]",2,[],"['Girls Clothing', 'Kids', 'Main']","Main,Accessories",Kids
297,Activewear,[],292,Yes,"[292.0, 255.0, 0.0]",2,[],"['Girls Clothing', 'Kids', 'Main']","Main,Clothing,Activewear",Kids
298,Hoodies & Sweatshirts,[],292,Yes,"[292.0, 255.0, 0.0]",2,[],"['Girls Clothing', 'Kids', 'Main']","Main,Clothing,Hoodies & Sweatshirts",Kids
299,Coats & Jackets,[],292,Yes,"[292.0, 255.0, 0.0]",2,[],"['Girls Clothing', 'Kids', 'Main']","Main,Clothing,Coats & Jackets",Kids
300,Dresses & Rompers,[],292,Yes,"[292.0, 255.0, 0.0]",2,[],"['Girls Clothing', 'Kids', 'Main']","Main,Clothing,Jumpers & Rompers",Kids
301,Jeans,[],292,Yes,"[292.0, 255.0, 0.0]",2,[],"['Girls Clothing', 'Kids', 'Main']","Main,Clothing,Pants,Jeans",Kids
302,Leggings & Pants,[],292,Yes,"[292.0, 255.0, 0.0]",2,[],"['Girls Clothing', 'Kids', 'Main']","Main,Clothing,Pants",Kids
303,Pajamas & Robes,[],292,Yes,"[292.0, 255.0, 0.0]",2,[],"['Girls Clothing', 'Kids', 'Main']","Main,Clothing,Sleepwear",Kids
304,Shorts,[],292,Yes,"[292.0, 255.0, 0.0]",2,[],"['Girls Clothing', 'Kids', 'Main']","Main,Clothing,Shorts",Kids
305,Swimsuits & Cover-ups,[],292,Yes,"[292.0, 255.0, 0.0]",2,[],"['Girls Clothing', 'Kids', 'Main']","Main,Clothing,Swimwear",Kids
306,Tops,[],292,Yes,"[292.0, 255.0, 0.0]",2,[],"['Girls Clothing', 'Kids', 'Main']","Main,Clothing,Tops",Kids
307,Underwear & Bras,[],292,Yes,"[292.0, 255.0, 0.0]",2,[],"['Girls Clothing', 'Kids', 'Main']","Main,Clothing,Underwear & Socks",Kids
308,Shoes,[],292,Yes,"[292.0, 255.0, 0.0]",2,[],"['Girls Clothing', 'Kids', 'Main']","Main,Shoes",Kids
309,Boys Clothing,"[310, 311, 312, 313, 314, 315, 316, 317, 318, 319, 320, 321, 322, 323, 324, 325]",255,No,"[255.0, 0.0]",1,"['Boys (Sizes 2T-7)', 'Boys (Sizes 8-20)', 'Tween Boys', 'Accessories', 'Activewear', 'Coats & Jackets', 'Hoodies & Sweatshirts', 'Jeans', 'Pajamas & Robes', 'Pants', 'Shirts & Tops', 'Suits & Separates', 'Shorts', 'Swim Trunks & Rashguards', 'Underwear & Socks', 'Shoes']","['Kids', 'Main']","Main,Clothing",Kids
310,Boys (Sizes 2T-7),[],309,Yes,"[309.0, 255.0, 0.0]",2,[],"['Boys Clothing', 'Kids', 'Main']","Main,Clothing",Kids
311,Boys (Sizes 8-20),[],309,Yes,"[309.0, 255.0, 0.0]",2,[],"['Boys Clothing', 'Kids', 'Main']","Main,Clothing",Kids
312,Tween Boys,[],309,Yes,"[309.0, 255.0, 0.0]",2,[],"['Boys Clothing', 'Kids', 'Main']","Main,Clothing",Kids
313,Accessories,[],309,Yes,"[309.0, 255.0, 0.0]",2,[],"['Boys Clothing', 'Kids', 'Main']","Main,Accessories",Kids
314,Activewear,[],309,Yes,"[309.0, 255.0, 0.0]",2,[],"['Boys Clothing', 'Kids', 'Main']","Main,Clothing,Activewear",Kids
315,Coats & Jackets,[],309,Yes,"[309.0, 255.0, 0.0]",2,[],"['Boys Clothing', 'Kids', 'Main']","Main,Clothing,Coats & Jackets",Kids
316,Hoodies & Sweatshirts,[],309,Yes,"[309.0, 255.0, 0.0]",2,[],"['Boys Clothing', 'Kids', 'Main']","Main,Clothing,Hoodies & Sweatshirts",Kids
317,Jeans,[],309,Yes,"[309.0, 255.0, 0.0]",2,[],"['Boys Clothing', 'Kids', 'Main']","Main,Clothing,Pants,Jeans",Kids
318,Pajamas & Robes,[],309,Yes,"[309.0, 255.0, 0.0]",2,[],"['Boys Clothing', 'Kids', 'Main']","Main,Clothing,Sleepwear",Kids
319,Pants,[],309,Yes,"[309.0, 255.0, 0.0]",2,[],"['Boys Clothing', 'Kids', 'Main']","Main,Clothing,Pants",Kids
320,Shirts & Tops,[],309,Yes,"[309.0, 255.0, 0.0]",2,[],"['Boys Clothing', 'Kids', 'Main']","Main,Clothing,Tops",Kids
321,Suits & Separates,[],309,Yes,"[309.0, 255.0, 0.0]",2,[],"['Boys Clothing', 'Kids', 'Main']","Main,Clothing,Suits",Kids
322,Shorts,[],309,Yes,"[309.0, 255.0, 0.0]",2,[],"['Boys Clothing', 'Kids', 'Main']","Main,Clothing,Shorts",Kids
323,Swim Trunks & Rashguards,[],309,Yes,"[309.0, 255.0, 0.0]",2,[],"['Boys Clothing', 'Kids', 'Main']","Main,Clothing,Swimwear",Kids
324,Underwear & Socks,[],309,Yes,"[309.0, 255.0, 0.0]",2,[],"['Boys Clothing', 'Kids', 'Main']","Main,Clothing,Underwear & Socks",Kids
325,Shoes,[],309,Yes,"[309.0, 255.0, 0.0]",2,[],"['Boys Clothing', 'Kids', 'Main']","Main,Shoes",Kids
326,Unisex Clothing,[327],255,No,"[255.0, 0.0]",1,['Shoes'],"['Kids', 'Main']","Main,Clothing",Kids
327,Shoes,[],326,Yes,"[326.0, 255.0, 0.0]",2,[],"['Unisex Clothing', 'Kids', 'Main']","Main,Shoes",Kids
328,Toys,"[329, 330, 331, 332, 333, 334, 335, 336]",255,No,"[255.0, 0.0]",1,"['Action Figures & Vehicles', 'Baby & Infant Toys', 'Kids Books Music & DVDs', 'Dolls & Stuffed Animals', 'Games & Puzzles', 'Learning & Activity Toys', 'Outdoor Sports & Games', 'Pretend Play & Costumes']","['Kids', 'Main']","Main,Toys & Games",Kids
329,Action Figures & Vehicles,[],328,Yes,"[328.0, 255.0, 0.0]",2,[],"['Toys', 'Kids', 'Main']","Main,Toys & Games",Kids
330,Baby & Infant Toys,[],328,Yes,"[328.0, 255.0, 0.0]",2,[],"['Toys', 'Kids', 'Main']","Main,Toys & Games",Kids
331,Kids Books Music & DVDs,[],328,Yes,"[328.0, 255.0, 0.0]",2,[],"['Toys', 'Kids', 'Main']","Main,Toys & Games",Kids
332,Dolls & Stuffed Animals,[],328,Yes,"[328.0, 255.0, 0.0]",2,[],"['Toys', 'Kids', 'Main']","Main,Toys & Games",Kids
333,Games & Puzzles,[],328,Yes,"[328.0, 255.0, 0.0]",2,[],"['Toys', 'Kids', 'Main']","Main,Toys & Games",Kids
334,Learning & Activity Toys,[],328,Yes,"[328.0, 255.0, 0.0]",2,[],"['Toys', 'Kids', 'Main']","Main,Toys & Games",Kids
335,Outdoor Sports & Games,[],328,Yes,"[328.0, 255.0, 0.0]",2,[],"['Toys', 'Kids', 'Main']","Main,Sports & Outdoors",Kids
336,Pretend Play & Costumes,[],328,Yes,"[328.0, 255.0, 0.0]",2,[],"['Toys', 'Kids', 'Main']","Main,Toys & Games",Kids
337,Home & Decor,"[338, 345, 357, 379, 387, 398, 407]",0,No,[0.0],0,"['Bath', 'Bedding & Linens', 'Decor', 'Furniture', 'Kitchen', 'Tabletop', 'Luggage & Travel']",['Main'],"Main,Home & Decor",N/A
338,Bath,"[339, 340, 341, 342, 343, 344]",337,No,"[337.0, 0.0]",1,"['Bath Accessories', 'Bath Hardware', 'Rugs & Mats', 'Shower Curtains', 'Soaps & Gift Sets', 'Bath Robes']","['Home & Decor', 'Main']","Main,Home & Decor,Bath",N/A
339,Bath Accessories,[],338,Yes,"[338.0, 337.0, 0.0]",2,[],"['Bath', 'Home & Decor', 'Main']","Main,Home & Decor,Bath",N/A
340,Bath Hardware,[],338,Yes,"[338.0, 337.0, 0.0]",2,[],"['Bath', 'Home & Decor', 'Main']","Main,Home & Decor,Bath",N/A
341,Rugs & Mats,[],338,Yes,"[338.0, 337.0, 0.0]",2,[],"['Bath', 'Home & Decor', 'Main']","Main,Home & Decor,Bath",N/A
342,Shower Curtains,[],338,Yes,"[338.0, 337.0, 0.0]",2,[],"['Bath', 'Home & Decor', 'Main']","Main,Home & Decor,Bath",N/A
343,Soaps & Gift Sets,[],338,Yes,"[338.0, 337.0, 0.0]",2,[],"['Bath', 'Home & Decor', 'Main']","Main,Home & Decor,Bath",N/A
344,Bath Robes,[],338,Yes,"[338.0, 337.0, 0.0]",2,[],"['Bath', 'Home & Decor', 'Main']","Main,Home & Decor,Bath",N/A
345,Bedding & Linens,"[346, 347, 348, 349, 350, 351, 352, 353, 354]",337,No,"[337.0, 0.0]",1,"['Bedding', 'Bedding Basics', 'Bedding Sets', 'Blankets & Throws', 'Comforters & Quilts', 'Decorative Pillows', 'Duvet Covers & Shams', 'Sheets & Bed Skirts', 'Towels']","['Home & Decor', 'Main']","Main,Home & Decor,Bedding & Linens",N/A
346,Bedding,[],345,Yes,"[345.0, 337.0, 0.0]",2,[],"['Bedding & Linens', 'Home & Decor', 'Main']","Main,Home & Decor,Bedding & Linens",N/A
347,Bedding Basics,[],345,Yes,"[345.0, 337.0, 0.0]",2,[],"['Bedding & Linens', 'Home & Decor', 'Main']","Main,Home & Decor,Bedding & Linens",N/A
348,Bedding Sets,[],345,Yes,"[345.0, 337.0, 0.0]",2,[],"['Bedding & Linens', 'Home & Decor', 'Main']","Main,Home & Decor,Bedding & Linens",N/A
349,Blankets & Throws,[],345,Yes,"[345.0, 337.0, 0.0]",2,[],"['Bedding & Linens', 'Home & Decor', 'Main']","Main,Home & Decor,Bedding & Linens",N/A
350,Comforters & Quilts,[],345,Yes,"[345.0, 337.0, 0.0]",2,[],"['Bedding & Linens', 'Home & Decor', 'Main']","Main,Home & Decor,Bedding & Linens",N/A
351,Decorative Pillows,[],345,Yes,"[345.0, 337.0, 0.0]",2,[],"['Bedding & Linens', 'Home & Decor', 'Main']","Main,Home & Decor,Bedding & Linens",N/A
352,Duvet Covers & Shams,[],345,Yes,"[345.0, 337.0, 0.0]",2,[],"['Bedding & Linens', 'Home & Decor', 'Main']","Main,Home & Decor,Bedding & Linens",N/A
353,Sheets & Bed Skirts,[],345,Yes,"[345.0, 337.0, 0.0]",2,[],"['Bedding & Linens', 'Home & Decor', 'Main']","Main,Home & Decor,Bedding & Linens",N/A
354,Towels,"[355, 356]",345,No,"[345.0, 337.0, 0.0]",2,"['Bath Towels & Washcloths', 'Beach Towels']","['Bedding & Linens', 'Home & Decor', 'Main']","Main,Home & Decor,Bath",N/A
355,Bath Towels & Washcloths,[],354,Yes,"[354.0, 345.0, 337.0, 0.0]",3,[],"['Towels', 'Bedding & Linens', 'Home & Decor', 'Main']","Main,Home & Decor,Bath",N/A
356,Beach Towels,[],354,Yes,"[354.0, 345.0, 337.0, 0.0]",3,[],"['Towels', 'Bedding & Linens', 'Home & Decor', 'Main']","Main,Home & Decor,Bath",N/A
357,Decor,"[358, 359, 364, 365, 366, 367, 368, 369, 370, 371, 372, 373, 374, 378]",337,No,"[337.0, 0.0]",1,"['Accent Furniture', 'Art & Wall Decor', 'Mirrors', 'Candles & Diffusers', 'Curtains & Drapes', 'Decorative Accents', 'Decorative Trays', 'Desk Accessories & Stationery', 'Jewelry Boxes & Holders', 'Lighting & Lamps', 'Picture Frames', 'Pillows & Throw Blankets', 'Rugs', 'Vases']","['Home & Decor', 'Main']","Main,Home & Decor,Decor",N/A
358,Accent Furniture,[],357,Yes,"[357.0, 337.0, 0.0]",2,[],"['Decor', 'Home & Decor', 'Main']","Main,Home & Decor,Decor",N/A
359,Art & Wall Decor,"[360, 363]",357,No,"[357.0, 337.0, 0.0]",2,"['Posters & Prints', 'Wall Art']","['Decor', 'Home & Decor', 'Main']","Main,Home & Decor,Decor",N/A
360,Posters & Prints,"[361, 362]",359,No,"[359.0, 357.0, 337.0, 0.0]",3,"['Solid-Faced Prints', 'Framed Prints']","['Art & Wall Decor', 'Decor', 'Home & Decor', 'Main']","Main,Home & Decor,Decor",N/A
361,Solid-Faced Prints,[],360,Yes,"[360.0, 359.0, 357.0, 337.0, 0.0]",4,[],"['Posters & Prints', 'Art & Wall Decor', 'Decor', 'Home & Decor', 'Main']","Main,Home & Decor,Decor",N/A
362,Framed Prints,[],360,Yes,"[360.0, 359.0, 357.0, 337.0, 0.0]",4,[],"['Posters & Prints', 'Art & Wall Decor', 'Decor', 'Home & Decor', 'Main']","Main,Home & Decor,Decor",N/A
363,Wall Art,[],359,Yes,"[359.0, 357.0, 337.0, 0.0]",3,[],"['Art & Wall Decor', 'Decor', 'Home & Decor', 'Main']","Main,Home & Decor,Decor",N/A
364,Mirrors,[],357,Yes,"[357.0, 337.0, 0.0]",2,[],"['Decor', 'Home & Decor', 'Main']","Main,Home & Decor,Decor",N/A
365,Candles & Diffusers,[],357,Yes,"[357.0, 337.0, 0.0]",2,[],"['Decor', 'Home & Decor', 'Main']","Main,Home & Decor,Decor",N/A
366,Curtains & Drapes,[],357,Yes,"[357.0, 337.0, 0.0]",2,[],"['Decor', 'Home & Decor', 'Main']","Main,Home & Decor,Decor",N/A
367,Decorative Accents,[],357,Yes,"[357.0, 337.0, 0.0]",2,[],"['Decor', 'Home & Decor', 'Main']","Main,Home & Decor,Decor",N/A
368,Decorative Trays,[],357,Yes,"[357.0, 337.0, 0.0]",2,[],"['Decor', 'Home & Decor', 'Main']","Main,Home & Decor,Decor",N/A
369,Desk Accessories & Stationery,[],357,Yes,"[357.0, 337.0, 0.0]",2,[],"['Decor', 'Home & Decor', 'Main']","Main,Home & Decor,Decor",N/A
370,Jewelry Boxes & Holders,[],357,Yes,"[357.0, 337.0, 0.0]",2,[],"['Decor', 'Home & Decor', 'Main']","Main,Home & Decor,Decor",N/A
371,Lighting & Lamps,[],357,Yes,"[357.0, 337.0, 0.0]",2,[],"['Decor', 'Home & Decor', 'Main']","Main,Home & Decor,Decor",N/A
372,Picture Frames,[],357,Yes,"[357.0, 337.0, 0.0]",2,[],"['Decor', 'Home & Decor', 'Main']","Main,Home & Decor,Decor",N/A
373,Pillows & Throw Blankets,[],357,Yes,"[357.0, 337.0, 0.0]",2,[],"['Decor', 'Home & Decor', 'Main']","Main,Home & Decor,Bedding & Linens",N/A
374,Rugs,"[375, 376, 377]",357,No,"[357.0, 337.0, 0.0]",2,"['Contemporary Rugs', 'Transitional Rugs', 'Traditional Rugs']","['Decor', 'Home & Decor', 'Main']","Main,Home & Decor,Decor,Rugs",N/A
375,Contemporary Rugs,[],374,Yes,"[374.0, 357.0, 337.0, 0.0]",3,[],"['Rugs', 'Decor', 'Home & Decor', 'Main']","Main,Home & Decor,Decor,Rugs",N/A
376,Transitional Rugs,[],374,Yes,"[374.0, 357.0, 337.0, 0.0]",3,[],"['Rugs', 'Decor', 'Home & Decor', 'Main']","Main,Home & Decor,Decor,Rugs",N/A
377,Traditional Rugs,[],374,Yes,"[374.0, 357.0, 337.0, 0.0]",3,[],"['Rugs', 'Decor', 'Home & Decor', 'Main']","Main,Home & Decor,Decor,Rugs",N/A
378,Vases,[],357,Yes,"[357.0, 337.0, 0.0]",2,[],"['Decor', 'Home & Decor', 'Main']","Main,Home & Decor,Decor",N/A
379,Furniture,"[380, 381, 382, 383, 384, 385, 386]",337,No,"[337.0, 0.0]",1,"['Living Room Furniture', 'Bedroom Furniture', 'Dining Room Furniture', 'Home Office Furniture', 'Kitchen Furniture', 'Bathroom Furniture', 'Outdoor Furniture']","['Home & Decor', 'Main']","Main,Home & Decor,Furniture",N/A
380,Living Room Furniture,[],379,Yes,"[379.0, 337.0, 0.0]",2,[],"['Furniture', 'Home & Decor', 'Main']","Main,Home & Decor,Furniture,Indoor Furniture",N/A
381,Bedroom Furniture,[],379,Yes,"[379.0, 337.0, 0.0]",2,[],"['Furniture', 'Home & Decor', 'Main']","Main,Home & Decor,Furniture,Indoor Furniture",N/A
382,Dining Room Furniture,[],379,Yes,"[379.0, 337.0, 0.0]",2,[],"['Furniture', 'Home & Decor', 'Main']","Main,Home & Decor,Furniture,Indoor Furniture",N/A
383,Home Office Furniture,[],379,Yes,"[379.0, 337.0, 0.0]",2,[],"['Furniture', 'Home & Decor', 'Main']","Main,Home & Decor,Furniture,Indoor Furniture",N/A
384,Kitchen Furniture,[],379,Yes,"[379.0, 337.0, 0.0]",2,[],"['Furniture', 'Home & Decor', 'Main']","Main,Home & Decor,Kitchen",N/A
385,Bathroom Furniture,[],379,Yes,"[379.0, 337.0, 0.0]",2,[],"['Furniture', 'Home & Decor', 'Main']","Main,Home & Decor,Furniture,Indoor Furniture",N/A
386,Outdoor Furniture,[],379,Yes,"[379.0, 337.0, 0.0]",2,[],"['Furniture', 'Home & Decor', 'Main']","Main,Home & Decor,Furniture,Outdoor Furniture",N/A
387,Kitchen,"[388, 389, 390, 391, 392, 393, 394, 395, 396, 397]",337,No,"[337.0, 0.0]",1,"['Kitchen Appliances', 'Bakeware', 'Kitchen Cleaning', 'Coffee, Tea & Espresso', 'Cookware', 'Kitchen Knives & Cutlery', 'Cookbooks', 'Kitchen Linens', 'Kitchen Storage', 'Kitchen Tools']","['Home & Decor', 'Main']","Main,Home & Decor,Kitchen",N/A
388,Kitchen Appliances,[],387,Yes,"[387.0, 337.0, 0.0]",2,[],"['Kitchen', 'Home & Decor', 'Main']","Main,Home & Decor,Kitchen",N/A
389,Bakeware,[],387,Yes,"[387.0, 337.0, 0.0]",2,[],"['Kitchen', 'Home & Decor', 'Main']","Main,Home & Decor,Kitchen",N/A
390,Kitchen Cleaning,[],387,Yes,"[387.0, 337.0, 0.0]",2,[],"['Kitchen', 'Home & Decor', 'Main']","Main,Home & Decor,Kitchen",N/A
391,"Coffee, Tea & Espresso",[],387,Yes,"[387.0, 337.0, 0.0]",2,[],"['Kitchen', 'Home & Decor', 'Main']","Main,Home & Decor,Kitchen",N/A
392,Cookware,[],387,Yes,"[387.0, 337.0, 0.0]",2,[],"['Kitchen', 'Home & Decor', 'Main']","Main,Home & Decor,Kitchen",N/A
393,Kitchen Knives & Cutlery,[],387,Yes,"[387.0, 337.0, 0.0]",2,[],"['Kitchen', 'Home & Decor', 'Main']","Main,Home & Decor,Kitchen",N/A
394,Cookbooks,[],387,Yes,"[387.0, 337.0, 0.0]",2,[],"['Kitchen', 'Home & Decor', 'Main']","Main,Home & Decor,Kitchen",N/A
395,Kitchen Linens,[],387,Yes,"[387.0, 337.0, 0.0]",2,[],"['Kitchen', 'Home & Decor', 'Main']","Main,Home & Decor,Kitchen",N/A
396,Kitchen Storage,[],387,Yes,"[387.0, 337.0, 0.0]",2,[],"['Kitchen', 'Home & Decor', 'Main']","Main,Home & Decor,Kitchen",N/A
397,Kitchen Tools,[],387,Yes,"[387.0, 337.0, 0.0]",2,[],"['Kitchen', 'Home & Decor', 'Main']","Main,Home & Decor,Kitchen",N/A
398,Tabletop,"[399, 400, 401, 402, 403, 404, 405, 406]",337,No,"[337.0, 0.0]",1,"['Bar Accessories', 'Dinnerware', 'Drinkware & Glassware', 'Flatware', 'Serveware', 'Table Linens', 'Tea & Coffee', 'Water Bottles & Tumblers']","['Home & Decor', 'Main']","Main,Home & Decor,Kitchen",N/A
399,Bar Accessories,[],398,Yes,"[398.0, 337.0, 0.0]",2,[],"['Tabletop', 'Home & Decor', 'Main']","Main,Home & Decor,Kitchen",N/A
400,Dinnerware,[],398,Yes,"[398.0, 337.0, 0.0]",2,[],"['Tabletop', 'Home & Decor', 'Main']","Main,Home & Decor,Kitchen",N/A
401,Drinkware & Glassware,[],398,Yes,"[398.0, 337.0, 0.0]",2,[],"['Tabletop', 'Home & Decor', 'Main']","Main,Home & Decor,Kitchen",N/A
402,Flatware,[],398,Yes,"[398.0, 337.0, 0.0]",2,[],"['Tabletop', 'Home & Decor', 'Main']","Main,Home & Decor,Kitchen",N/A
403,Serveware,[],398,Yes,"[398.0, 337.0, 0.0]",2,[],"['Tabletop', 'Home & Decor', 'Main']","Main,Home & Decor,Kitchen",N/A
404,Table Linens,[],398,Yes,"[398.0, 337.0, 0.0]",2,[],"['Tabletop', 'Home & Decor', 'Main']","Main,Home & Decor,Kitchen",N/A
405,Tea & Coffee,[],398,Yes,"[398.0, 337.0, 0.0]",2,[],"['Tabletop', 'Home & Decor', 'Main']","Main,Home & Decor,Kitchen",N/A
406,Water Bottles & Tumblers,[],398,Yes,"[398.0, 337.0, 0.0]",2,[],"['Tabletop', 'Home & Decor', 'Main']","Main,Home & Decor,Kitchen",N/A
407,Luggage & Travel,"[408, 409, 410, 411, 412, 413]",337,No,"[337.0, 0.0]",1,"['Carry-on Luggage', 'Travel Duffels & Totes', 'Garment Bags', 'Laptop Cases', 'Luggage Sets', 'Rolling Luggage']","['Home & Decor', 'Main']","Main,Luggage & Travel",N/A
408,Carry-on Luggage,[],407,Yes,"[407.0, 337.0, 0.0]",2,[],"['Luggage & Travel', 'Home & Decor', 'Main']","Main,Luggage & Travel",N/A
409,Travel Duffels & Totes,[],407,Yes,"[407.0, 337.0, 0.0]",2,[],"['Luggage & Travel', 'Home & Decor', 'Main']","Main,Luggage & Travel",N/A
410,Garment Bags,[],407,Yes,"[407.0, 337.0, 0.0]",2,[],"['Luggage & Travel', 'Home & Decor', 'Main']","Main,Luggage & Travel",N/A
411,Laptop Cases,[],407,Yes,"[407.0, 337.0, 0.0]",2,[],"['Luggage & Travel', 'Home & Decor', 'Main']","Main,Luggage & Travel",N/A
412,Luggage Sets,[],407,Yes,"[407.0, 337.0, 0.0]",2,[],"['Luggage & Travel', 'Home & Decor', 'Main']","Main,Luggage & Travel",N/A
413,Rolling Luggage,[],407,Yes,"[407.0, 337.0, 0.0]",2,[],"['Luggage & Travel', 'Home & Decor', 'Main']","Main,Luggage & Travel",N/A
414,Hair & Beauty,"[415, 432, 446, 452]",0,No,[0.0],0,"['Makeup', 'Skin Care', 'Hair', 'Fragrances']",['Main'],"Main,Hair & Beauty",N/A
415,Makeup,"[416, 417, 418, 419, 420, 421, 422, 423, 424, 425, 426, 427, 428, 429, 430, 431]",414,No,"[414.0, 0.0]",1,"['Blush', 'Bronzer', 'Brushes & Tools', 'Concealer', 'Eyebrows', 'Eyeliner', 'Eyeshadow', 'Foundation', 'Gifts & Sets', 'Highlighter', 'Lipstick, Lip Gloss & Liner', 'Mascara', 'Nail Polish & Care', 'Palettes', 'Powder & Setting Spray', 'Primer']","['Hair & Beauty', 'Main']","Main,Hair & Beauty,Makeup",N/A
416,Blush,[],415,Yes,"[415.0, 414.0, 0.0]",2,[],"['Makeup', 'Hair & Beauty', 'Main']","Main,Hair & Beauty,Makeup",N/A
417,Bronzer,[],415,Yes,"[415.0, 414.0, 0.0]",2,[],"['Makeup', 'Hair & Beauty', 'Main']","Main,Hair & Beauty,Makeup",N/A
418,Brushes & Tools,[],415,Yes,"[415.0, 414.0, 0.0]",2,[],"['Makeup', 'Hair & Beauty', 'Main']","Main,Hair & Beauty,Makeup",N/A
419,Concealer,[],415,Yes,"[415.0, 414.0, 0.0]",2,[],"['Makeup', 'Hair & Beauty', 'Main']","Main,Hair & Beauty,Makeup",N/A
420,Eyebrows,[],415,Yes,"[415.0, 414.0, 0.0]",2,[],"['Makeup', 'Hair & Beauty', 'Main']","Main,Hair & Beauty,Makeup",N/A
421,Eyeliner,[],415,Yes,"[415.0, 414.0, 0.0]",2,[],"['Makeup', 'Hair & Beauty', 'Main']","Main,Hair & Beauty,Makeup",N/A
422,Eyeshadow,[],415,Yes,"[415.0, 414.0, 0.0]",2,[],"['Makeup', 'Hair & Beauty', 'Main']","Main,Hair & Beauty,Makeup",N/A
423,Foundation,[],415,Yes,"[415.0, 414.0, 0.0]",2,[],"['Makeup', 'Hair & Beauty', 'Main']","Main,Hair & Beauty,Makeup",N/A
424,Gifts & Sets,[],415,Yes,"[415.0, 414.0, 0.0]",2,[],"['Makeup', 'Hair & Beauty', 'Main']","Main,Hair & Beauty,Makeup",N/A
425,Highlighter,[],415,Yes,"[415.0, 414.0, 0.0]",2,[],"['Makeup', 'Hair & Beauty', 'Main']","Main,Hair & Beauty,Makeup",N/A
426,"Lipstick, Lip Gloss & Liner",[],415,Yes,"[415.0, 414.0, 0.0]",2,[],"['Makeup', 'Hair & Beauty', 'Main']","Main,Hair & Beauty,Makeup",N/A
427,Mascara,[],415,Yes,"[415.0, 414.0, 0.0]",2,[],"['Makeup', 'Hair & Beauty', 'Main']","Main,Hair & Beauty,Makeup",N/A
428,Nail Polish & Care,[],415,Yes,"[415.0, 414.0, 0.0]",2,[],"['Makeup', 'Hair & Beauty', 'Main']","Main,Hair & Beauty,Makeup",N/A
429,Palettes,[],415,Yes,"[415.0, 414.0, 0.0]",2,[],"['Makeup', 'Hair & Beauty', 'Main']","Main,Hair & Beauty,Makeup",N/A
430,Powder & Setting Spray,[],415,Yes,"[415.0, 414.0, 0.0]",2,[],"['Makeup', 'Hair & Beauty', 'Main']","Main,Hair & Beauty,Makeup",N/A
431,Primer,[],415,Yes,"[415.0, 414.0, 0.0]",2,[],"['Makeup', 'Hair & Beauty', 'Main']","Main,Hair & Beauty,Makeup",N/A
432,Skin Care,"[433, 434, 435, 436, 437, 438, 439, 440, 441, 442, 443, 444, 445]",414,No,"[414.0, 0.0]",1,"['Cleansers', 'Exfoliators & Peels', 'Eye Creams & Treatments', 'Face Masks', 'Face Mists & Essences', 'Face Moisturizers', 'Gifts & Sets', 'Lip Balms & Treatments', 'Makeup Remover', 'Serums', 'Sunscreen & Self-Tanners', 'Toners', 'Tools & Devices']","['Hair & Beauty', 'Main']","Main,Hair & Beauty,Skincare",N/A
433,Cleansers,[],432,Yes,"[432.0, 414.0, 0.0]",2,[],"['Skin Care', 'Hair & Beauty', 'Main']","Main,Hair & Beauty,Skincare",N/A
434,Exfoliators & Peels,[],432,Yes,"[432.0, 414.0, 0.0]",2,[],"['Skin Care', 'Hair & Beauty', 'Main']","Main,Hair & Beauty,Skincare",N/A
